match_id,game,date,tournament,series,team1_id,team1_name,team2_id,team2_name,winner_id,label,n_games
1398978,cs-go,2026-03-22 19:52:40+00:00,Group Stage,Series #19 season 3 2026,128629,megoshort,134251,Rebels Gaming,134251,0,3
1398074,cs-go,2026-03-22 20:37:25+00:00,Playoffs,Europe Cup #2 season 51 2026,137948,TDK,125774,HAVU,137948,1,3
1406912,cs-go,2026-03-22 20:58:37+00:00,Playoffs,Contenders #3 2026,137660,eLITenergy,135474,Fire Flux Esports,135474,0,3
1394918,cs-go,2026-03-22 21:02:55+00:00,Playoffs,Series #10 season 3 2026,128378,Procyon Gaming,135580,Game Hunters,135580,0,3
1404826,cs-go,2026-03-22 21:14:39+00:00,Group A,Closed Qualifier season 1 2026,135913,Diamant Esports,138307,FIGHTERS,135913,1,3
1406906,cs-go,2026-03-22 21:19:12+00:00,Playoffs,Contenders #3 2026,134405,Vexar,135981,Donstu Esports,134405,1,3
1413278,cs-go,2026-03-22 22:00:00+00:00,Playoffs,Astana: South American Open Qualifier #1 2026,137141,Crashers,3225,Keyd,3225,0,3
1413279,cs-go,2026-03-22 22:00:00+00:00,Playoffs,Astana: South American Open Qualifier #1 2026,125863,Isurus,138086,METANOIA WOLVES,125863,1,3
1410078,cs-go,2026-03-22 22:10:37+00:00,Group D,March 2026,129800,MIBR Academy,131848,largadosypelados,131848,0,3
1394946,cs-go,2026-03-22 22:12:12+00:00,Group B,Rotterdam Spring 2026,124523,Spirit,126709,9z,124523,1,3
1397676,cs-go,2026-03-22 23:20:37+00:00,Playoffs,South America Cup #2 season 51 2026,137966,Guara Esports,133906,Atrix Esports,137966,1,3
1397679,cs-go,2026-03-23 00:34:15+00:00,Playoffs,South America Cup #2 season 51 2026,137468,Vexa,135580,Game Hunters,135580,0,3
1394919,cs-go,2026-03-23 00:44:38+00:00,Playoffs,Series #10 season 3 2026,136029,Fake do Biru,137143,R2 Esports Club,136029,1,3
1397677,cs-go,2026-03-23 01:51:13+00:00,Playoffs,South America Cup #2 season 51 2026,130605,UNO MILLE,128378,Procyon Gaming,130605,1,3
1397977,cs-go,2026-03-23 04:17:45+00:00,Playoffs,North America Cup #2 season 51 2026,134773,F5 Esports,128002,OverKnight,134773,1,3
1397976,cs-go,2026-03-23 04:33:49+00:00,Playoffs,North America Cup #2 season 51 2026,132891,Zomblers,134333,Wanted Goons,134333,0,3
1397979,cs-go,2026-03-23 05:19:51+00:00,Playoffs,North America Cup #2 season 51 2026,137576,Sakura Esports,137350,Reign Above,137350,0,3
1402000,cs-go,2026-03-23 08:43:05+00:00,Group A,Open #3 2026,3318,3DMAX,138098,FOKUS REALITY,3318,1,1
1402001,cs-go,2026-03-23 09:03:01+00:00,Group A,Open #3 2026,137699,FOKUS,138295,GAMEHARMONY,137699,1,1
1402003,cs-go,2026-03-23 09:44:52+00:00,Group A,Open #3 2026,3318,3DMAX,138295,GAMEHARMONY,3318,1,1
1402002,cs-go,2026-03-23 09:55:32+00:00,Group A,Open #3 2026,137699,FOKUS,138098,FOKUS REALITY,137699,1,1
1398979,cs-go,2026-03-23 10:32:15+00:00,Group Stage,Series #19 season 3 2026,137449,OlyBet SB,136900,Ursa,136900,0,3
1404788,cs-go,2026-03-23 10:57:31+00:00,Playoffs,Season 46 2026,126694,BIG Academy,127976,Infinite,127976,0,3
1402004,cs-go,2026-03-23 10:59:23+00:00,Group A,Open #3 2026,3318,3DMAX,137699,FOKUS,137699,0,1
1402005,cs-go,2026-03-23 11:02:16+00:00,Group A,Open #3 2026,138098,FOKUS REALITY,138295,GAMEHARMONY,138295,0,1
1397992,cs-go,2026-03-23 11:38:26+00:00,Playoffs,Oceania Cup #2 season 51 2026,127114,Rooster,135428,SemperFi Esports,135428,0,3
1397998,cs-go,2026-03-23 11:51:05+00:00,Playoffs,Oceania Cup #2 season 51 2026,133634,Vantage,138279,MARKnLARRY,138279,0,3
1389791,cs-go,2026-03-23 11:53:20+00:00,Group Stage,Season 6 2026,137440,ASTRAL,133269,Leo Team,133269,0,3
1411685,cs-go,2026-03-23 12:00:47+00:00,Group A,Closed Qualifier: Series #20 season 3 2026,137703,ex-Zero Tenacity,137881,rottweilers,137703,1,3
1397993,cs-go,2026-03-23 12:46:34+00:00,Playoffs,Oceania Cup #2 season 51 2026,125873,Ground Zero,131110,Mindfreak,125873,1,3
1394934,cs-go,2026-03-23 12:51:53+00:00,Group A,Rotterdam Spring 2026,3216,Natus Vincere,131505,Aurora Gaming,3216,1,3
1402007,cs-go,2026-03-23 13:06:48+00:00,Group B,Open #3 2026,130733,KUUSAMO.gg,129922,EC BANGA,130733,1,1
1402006,cs-go,2026-03-23 13:38:54+00:00,Group B,Open #3 2026,136560,Phantom,137416,TNC,137416,0,1
1398980,cs-go,2026-03-23 13:47:16+00:00,Group Stage,Series #19 season 3 2026,138370,Lavked,137488,QWENTRY,138370,1,3
1398098,cs-go,2026-03-23 13:54:17+00:00,Group A,Spring 2026,129440,Metizport,133063,UNiTY esports,129440,1,3
1402008,cs-go,2026-03-23 14:28:01+00:00,Group B,Open #3 2026,129922,EC BANGA,137416,TNC,137416,0,1
1389792,cs-go,2026-03-23 14:36:52+00:00,Group Stage,Season 6 2026,137932,ex-RUBY,137080,MANA eSports,137932,1,3
1394920,cs-go,2026-03-23 14:54:08+00:00,Playoffs,Series #10 season 3 2026,133326,Bounty Hunters Esports,130605,UNO MILLE,133326,1,3
1402009,cs-go,2026-03-23 14:54:25+00:00,Group B,Open #3 2026,136560,Phantom,130733,KUUSAMO.gg,136560,1,1
1400159,cs-go,2026-03-23 15:14:19+00:00,Playoffs,Asia-Pacific Cup 2 season 51 2026,138283,Haunted House,135214,Alter Ego,135214,0,3
1402010,cs-go,2026-03-23 15:40:23+00:00,Group B,Open #3 2026,136560,Phantom,129922,EC BANGA,136560,1,1
1410075,cs-go,2026-03-23 15:41:34+00:00,Contenders Stage,Season 24 2026,138371,behaczka,137235,VP.Future,138371,1,3
1411902,cs-go,2026-03-23 15:45:44+00:00,Playoffs,Astana: European Open Qualifier #1 2026,137584,Omega,138101,Inner Circle Academy,138101,0,1
1411903,cs-go,2026-03-23 15:51:34+00:00,Playoffs,Astana: European Open Qualifier #1 2026,135673,Nuclear TigeRES,138376,rhadamanthys,135673,1,1
1411900,cs-go,2026-03-23 15:52:55+00:00,Playoffs,Astana: European Open Qualifier #1 2026,138370,Lavked,137708,BET-M 33,138370,1,1
1402011,cs-go,2026-03-23 15:55:34+00:00,Group B,Open #3 2026,137416,TNC,130733,KUUSAMO.gg,137416,1,1
1411898,cs-go,2026-03-23 16:02:47+00:00,Playoffs,Astana: European Open Qualifier #1 2026,138377,WROTBERRY,136577,Team Novaq,138377,1,1
1411899,cs-go,2026-03-23 16:36:26+00:00,Playoffs,Astana: European Open Qualifier #1 2026,137538,B8 Academy,138026,Atreides,138026,0,1
1411897,cs-go,2026-03-23 16:39:42+00:00,Playoffs,Astana: European Open Qualifier #1 2026,127976,Infinite,130570,QUAZAR,130570,0,1
1389793,cs-go,2026-03-23 16:45:06+00:00,Group Stage,Season 6 2026,134251,Rebels Gaming,137488,QWENTRY,137488,0,3
1400157,cs-go,2026-03-23 16:50:31+00:00,Playoffs,Asia-Pacific Cup 2 season 51 2026,138152,BMZ,136330,Just Swing,138152,1,3
1398099,cs-go,2026-03-23 16:54:12+00:00,Group A,Spring 2026,125847,GamerLegion,129440,Metizport,125847,1,3
1394939,cs-go,2026-03-23 17:11:10+00:00,Group A,Rotterdam Spring 2026,130564,Team Falcons,124530,FURIA,130564,1,3
1400160,cs-go,2026-03-23 17:17:56+00:00,Playoffs,Asia-Pacific Cup 2 season 51 2026,134069,The QUBE Esports,137763,Morningstar,134069,1,3
1402013,cs-go,2026-03-23 17:34:49+00:00,Group C,Open #3 2026,137449,OlyBet SB,138296,Matrix,137449,1,1
1413193,cs-go,2026-03-23 17:35:27+00:00,Playoffs,Astana: European Open Qualifier #1 2026,135673,Nuclear TigeRES,138288,Basement Bobs,135673,1,3
1404869,cs-go,2026-03-23 17:36:48+00:00,Group B,Closed Qualifier season 1 2026,126232,m1x,136786,LPH Gaming,126232,1,3
1402012,cs-go,2026-03-23 17:41:58+00:00,Group C,Open #3 2026,137440,ASTRAL,133571,Wave Esports,137440,1,1
1401553,cs-go,2026-03-23 17:49:01+00:00,Group D,Series 6 Play-In 2026,137080,MANA eSports,137324,Imperial Academy,137324,0,3
1394921,cs-go,2026-03-23 18:00:20+00:00,Playoffs,Series #10 season 3 2026,137992,Fluxo W7M,129800,MIBR Academy,137992,1,3
1413192,cs-go,2026-03-23 18:02:15+00:00,Playoffs,Astana: European Open Qualifier #1 2026,138101,Inner Circle Academy,137739,magic,137739,0,3
1411809,cs-go,2026-03-23 18:15:49+00:00,Playoffs,Contenders #3 2026,128935,bankaPEPSI,130794,BakS eSports,128935,1,3
1402015,cs-go,2026-03-23 18:25:39+00:00,Group C,Open #3 2026,137440,ASTRAL,137449,OlyBet SB,137440,1,1
1398981,cs-go,2026-03-23 18:46:24+00:00,Group Stage,Series #19 season 3 2026,137861,STATE,137251, CSDIILIT,137861,1,3
1402014,cs-go,2026-03-23 18:49:55+00:00,Group C,Open #3 2026,138296,Matrix,133571,Wave Esports,138296,1,1
1385728,cs-go,2026-03-23 18:54:14+00:00,Group Stage,Season 5 2026,138304,Team AceZone,138180,FROX,138304,1,3
1398076,cs-go,2026-03-23 19:26:02+00:00,Playoffs,Europe Cup #2 season 51 2026,127365,Sangal,124522,Nemiga,124522,0,3
1372444,cs-go,2026-03-23 19:26:12+00:00,Regular Season,Season 12 2026,138130,Nordic Valor,131389,ENCE Academy,131389,0,3
1398100,cs-go,2026-03-23 19:31:50+00:00,Group A,Spring 2026,133063,UNiTY esports,129440,Metizport,129440,0,3
1413191,cs-go,2026-03-23 19:33:20+00:00,Playoffs,Astana: European Open Qualifier #1 2026,138370,Lavked,138026,Atreides,138370,1,3
1402016,cs-go,2026-03-23 19:38:30+00:00,Group C,Open #3 2026,137440,ASTRAL,138296,Matrix,137440,1,1
1402017,cs-go,2026-03-23 19:44:13+00:00,Group C,Open #3 2026,133571,Wave Esports,137449,OlyBet SB,137449,0,1
1411691,cs-go,2026-03-23 19:51:37+00:00,Group B,Closed Qualifier: Series #20 season 3 2026,138236,Hashiras,134815,RUSTEC,134815,0,3
1398077,cs-go,2026-03-23 19:51:57+00:00,Playoffs,Europe Cup #2 season 51 2026,137948,TDK,127837,los kogutos,137948,1,3
1413190,cs-go,2026-03-23 20:05:05+00:00,Playoffs,Astana: European Open Qualifier #1 2026,138377,WROTBERRY,130570,QUAZAR,138377,1,3
1394943,cs-go,2026-03-23 20:07:20+00:00,Group B,Rotterdam Spring 2026,133719,PARIVISION,3455,Vitality,3455,0,3
1394922,cs-go,2026-03-23 20:20:02+00:00,Playoffs,Series #10 season 3 2026,129384,FURIA fe,125863,Isurus,125863,0,3
1398095,cs-go,2026-03-23 20:24:03+00:00,Playoffs,Europe Cup #2 season 51 2026,126944,1WIN,136900,Ursa,126944,1,3
1411811,cs-go,2026-03-23 20:42:23+00:00,Playoffs,Contenders #3 2026,138027,Benched gods,134405,Vexar,138027,1,3
1413277,cs-go,2026-03-23 20:52:03+00:00,Playoffs,Astana: South American Open Qualifier #1 2026,135580,Game Hunters,138276,ALKA GAMING,135580,1,3
1398982,cs-go,2026-03-23 20:57:25+00:00,Group Stage,Series #19 season 3 2026,133269,Leo Team,136539,ALGO Esports,133269,1,3
1411814,cs-go,2026-03-23 20:57:55+00:00,Playoffs,Contenders #3 2026,137967,ReThink,135474,Fire Flux Esports,135474,0,3
1410077,cs-go,2026-03-23 21:08:16+00:00,Contenders Stage,Season 24 2026,138055,ex-PeeP,137236,3DMAX Academy,138055,1,3
1404868,cs-go,2026-03-23 21:10:13+00:00,Group B,Closed Qualifier season 1 2026,138101,Inner Circle Academy,3266,ESC Gaming,138101,1,3
1413195,cs-go,2026-03-23 21:15:37+00:00,Playoffs,Astana: European Open Qualifier #1 2026,135673,Nuclear TigeRES,137739,magic,137739,0,3
1385729,cs-go,2026-03-23 21:16:05+00:00,Group Stage,Season 5 2026,132551,Reveal,126694,BIG Academy,126694,0,3
1398094,cs-go,2026-03-23 21:18:38+00:00,Playoffs,Europe Cup #2 season 51 2026,137289,Team Nemesis,135298,K27,135298,0,3
1402019,cs-go,2026-03-23 21:30:33+00:00,Group D,Open #3 2026,128394,AaB Esport,138297,Exilium,128394,1,1
1402018,cs-go,2026-03-23 21:32:33+00:00,Group D,Open #3 2026,135273,Wildcard,138181,Esport BERG,135273,1,1
1413194,cs-go,2026-03-23 22:05:50+00:00,Playoffs,Astana: European Open Qualifier #1 2026,138370,Lavked,138377,WROTBERRY,138370,1,3
1402020,cs-go,2026-03-23 22:27:21+00:00,Group D,Open #3 2026,135273,Wildcard,138297,Exilium,135273,1,1
1394948,cs-go,2026-03-23 22:47:25+00:00,Group B,Rotterdam Spring 2026,3272,TheMongolz,124523,Spirit,3272,1,3
1402021,cs-go,2026-03-23 22:55:45+00:00,Group D,Open #3 2026,128394,AaB Esport,138181,Esport BERG,128394,1,1
1397660,cs-go,2026-03-23 23:27:39+00:00,Playoffs,South America Cup #2 season 51 2026,138086,METANOIA WOLVES,137421,DashSkins,137421,0,3
1397681,cs-go,2026-03-23 23:53:06+00:00,Playoffs,South America Cup #2 season 51 2026,133326,Bounty Hunters Esports,135580,Game Hunters,133326,1,3
1402022,cs-go,2026-03-23 23:54:27+00:00,Group D,Open #3 2026,135273,Wildcard,128394,AaB Esport,128394,0,1
1402023,cs-go,2026-03-23 23:56:17+00:00,Group D,Open #3 2026,138297,Exilium,138181,Esport BERG,138181,0,1
1394923,cs-go,2026-03-24 00:08:42+00:00,Playoffs,Series #10 season 3 2026,131538,Yawara Esports,138096,Back to Back ,138096,0,3
1397659,cs-go,2026-03-24 00:15:32+00:00,Playoffs,South America Cup #2 season 51 2026,3225,Keyd,135468,ShindeN,135468,0,3
1397680,cs-go,2026-03-24 00:18:34+00:00,Playoffs,South America Cup #2 season 51 2026,137966,Guara Esports,130605,UNO MILLE,130605,0,3
1412074,cs-go,2026-03-24 00:41:20+00:00,Playoffs,Astana: North American Open Qualifier #1 2026,136064,Chicken Coop Esports,137496,SportsBetExpert,136064,1,3
1413280,cs-go,2026-03-24 00:53:11+00:00,Playoffs,Astana: South American Open Qualifier #1 2026,135743,BESTIA Academy,135505,RED Canids Academy,135505,0,3
1412073,cs-go,2026-03-24 02:19:38+00:00,Playoffs,Astana: North American Open Qualifier #1 2026,132854,ClayMakers Reborn,136002,Fisher College,136002,0,3
1412072,cs-go,2026-03-24 02:33:15+00:00,Playoffs,Astana: North American Open Qualifier #1 2026,138378,CHICANERY,136246,Sleepless_Gaming,138378,1,3
1412071,cs-go,2026-03-24 02:58:50+00:00,Playoffs,Astana: North American Open Qualifier #1 2026,133907,BOSS,137498,Foxtrot Esports,133907,1,3
1397981,cs-go,2026-03-24 03:18:28+00:00,Playoffs,North America Cup #2 season 51 2026,137148,Outfit 49,137350,Reign Above,137148,1,3
1413282,cs-go,2026-03-24 04:15:11+00:00,Playoffs,Astana: South American Open Qualifier #1 2026,135505,RED Canids Academy,125863,Isurus,135505,1,3
1413315,cs-go,2026-03-24 04:23:24+00:00,Playoffs,Astana: North American Open Qualifier #1 2026,138378,CHICANERY,133907,BOSS,133907,0,3
1397980,cs-go,2026-03-24 04:26:08+00:00,Playoffs,North America Cup #2 season 51 2026,134773,F5 Esports,134333,Wanted Goons,134773,1,3
1397718,cs-go,2026-03-24 04:58:12+00:00,Playoffs,North America Cup #2 season 51 2026,137496,SportsBetExpert,132366,LAG Gaming,137496,1,3
1397719,cs-go,2026-03-24 05:11:36+00:00,Playoffs,North America Cup #2 season 51 2026,135230,Team Aether,136064,Chicken Coop Esports,136064,0,3
1411917,cs-go,2026-03-24 05:15:46+00:00,Playoffs,Spring 2026,137763,Morningstar,136330,Just Swing,137763,1,3
1411918,cs-go,2026-03-24 08:19:17+00:00,Playoffs,Spring 2026,130329,Rare Atom,137353,Last Bullet,130329,1,3
1403086,cs-go,2026-03-24 10:33:59+00:00,Playoffs,Open #3 2026,138383,No Surrender,137449,OlyBet SB,137449,0,3
1401544,cs-go,2026-03-24 10:49:14+00:00,Group C,Series 6 Play-In 2026,131985,EXSAD Gaming,134405,Vexar,134405,0,3
1403534,cs-go,2026-03-24 10:54:18+00:00,Group A,Season 1 2026,129160,MOUZ NXT,126699,Nexus,129160,1,1
1403569,cs-go,2026-03-24 11:00:43+00:00,Group B,Season 1 2026,133686,Passion UA,136516,BASEMENT BOYS,136516,0,1
1403533,cs-go,2026-03-24 11:05:14+00:00,Group A,Season 1 2026,3217,fnatic,134320,aimclub,3217,1,1
1403570,cs-go,2026-03-24 11:06:49+00:00,Group B,Season 1 2026,132800,BESTIA,125071,Tricked,132800,1,1
1403087,cs-go,2026-03-24 11:10:22+00:00,Playoffs,Open #3 2026,137440,ASTRAL,136560,Phantom,136560,0,3
1389794,cs-go,2026-03-24 11:47:19+00:00,Group Stage,Season 6 2026,136826,MINLATE,128629,megoshort,136826,1,3
1398000,cs-go,2026-03-24 11:49:40+00:00,Playoffs,Oceania Cup #2 season 51 2026,131110,Mindfreak,138279,MARKnLARRY,131110,1,3
1398983,cs-go,2026-03-24 11:59:05+00:00,Group Stage,Series #19 season 3 2026,132927,Rune Eaters,137251, CSDIILIT,137251,0,3
1398001,cs-go,2026-03-24 12:11:58+00:00,Playoffs,Oceania Cup #2 season 51 2026,127114,Rooster,133333,Arcade Esports,127114,1,3
1403623,cs-go,2026-03-24 12:53:38+00:00,Group C,Season 1 2026,129856,ECSTATIC,133988,HyperSpirit,129856,1,1
1403628,cs-go,2026-03-24 12:57:44+00:00,Group D,Season 1 2026,126408,9INE,138302,INFINITE Talent,126408,1,1
1413399,cs-go,2026-03-24 13:14:57+00:00,Contenders Stage,Season 24 2026,135978,eternal premium,137356,JUMBO TEAM,135978,1,3
1398101,cs-go,2026-03-24 13:15:08+00:00,Group B,Spring 2026,134188,Johnny Speeds,137271,FC Famalicão Esports,134188,1,3
1403629,cs-go,2026-03-24 13:21:29+00:00,Group D,Season 1 2026,136497,Inner Circle Esports,126584,OG,136497,1,1
1389795,cs-go,2026-03-24 13:26:27+00:00,Group Stage,Season 6 2026,132927,Rune Eaters,136900,Ursa,136900,0,3
1398984,cs-go,2026-03-24 13:52:51+00:00,Group Stage,Series #19 season 3 2026,137584,Omega,136539,ALGO Esports,136539,0,3
1401554,cs-go,2026-03-24 14:23:17+00:00,Group D,Series 6 Play-In 2026,137080,MANA eSports,138289,Off Site,138289,0,3
1404795,cs-go,2026-03-24 14:24:32+00:00,Playoffs,Season 46 2026,126694,BIG Academy,137538,B8 Academy,126694,1,3
1403088,cs-go,2026-03-24 14:32:22+00:00,Playoffs,Open #3 2026,137699,FOKUS,135273,Wildcard,137699,1,3
1403625,cs-go,2026-03-24 14:42:15+00:00,Group C,Season 1 2026,129856,ECSTATIC,129413,Eternal Fire,129413,0,1
1403580,cs-go,2026-03-24 14:44:23+00:00,Group B,Season 1 2026,136516,BASEMENT BOYS,132800,BESTIA,132800,0,1
1411692,cs-go,2026-03-24 14:46:05+00:00,Group B,Closed Qualifier: Series #20 season 3 2026,137488,QWENTRY,138236,Hashiras,137488,1,3
1403535,cs-go,2026-03-24 14:59:14+00:00,Group A,Season 1 2026,3217,fnatic,129160,MOUZ NXT,129160,0,1
1403630,cs-go,2026-03-24 15:12:59+00:00,Group D,Season 1 2026,126408,9INE,136497,Inner Circle Esports,136497,0,1
1394927,cs-go,2026-03-24 15:33:12+00:00,Playoffs,Series #10 season 3 2026,133326,Bounty Hunters Esports,125863,Isurus,133326,1,3
1400161,cs-go,2026-03-24 15:35:55+00:00,Playoffs,Asia-Pacific Cup 2 season 51 2026,135214,Alter Ego,136330,Just Swing,135214,1,3
1398102,cs-go,2026-03-24 15:41:17+00:00,Group B,Spring 2026,133435,M80,134188,Johnny Speeds,133435,1,3
1400162,cs-go,2026-03-24 15:53:58+00:00,Playoffs,Asia-Pacific Cup 2 season 51 2026,135162,Boring Players,134069,The QUBE Esports,134069,0,3
1403089,cs-go,2026-03-24 16:25:13+00:00,Playoffs,Open #3 2026,128394,AaB Esport,3318,3DMAX,3318,0,3
1389796,cs-go,2026-03-24 16:38:59+00:00,Group Stage,Season 6 2026,128519,GenOne,136539,ALGO Esports,128519,1,3
1411688,cs-go,2026-03-24 16:39:01+00:00,Group A,Closed Qualifier: Series #20 season 3 2026,127911,MASONIC,137703,ex-Zero Tenacity,137703,0,3
1403091,cs-go,2026-03-24 17:05:34+00:00,Playoffs,Open #3 2026,137449,OlyBet SB,137699,FOKUS,137699,0,3
1403631,cs-go,2026-03-24 17:19:18+00:00,Group D,Season 1 2026,138302,INFINITE Talent,126584,OG,126584,0,3
1372445,cs-go,2026-03-24 17:23:55+00:00,Regular Season,Season 12 2026,130733,KUUSAMO.gg,132459,ROUNDS,130733,1,3
1394925,cs-go,2026-03-24 17:30:02+00:00,Playoffs,Series #10 season 3 2026,138096,Back to Back ,3225,Keyd,138096,1,3
1413400,cs-go,2026-03-24 17:55:15+00:00,Contenders Stage,Season 24 2026,138371,behaczka,138055,ex-PeeP,138055,0,3
1411810,cs-go,2026-03-24 18:03:27+00:00,Playoffs,Contenders #3 2026,126491,NAVI Junior,137660,eLITenergy,137660,0,3
1411808,cs-go,2026-03-24 18:24:52+00:00,Playoffs,Contenders #3 2026,138358,banda chuya,132679,brazylijski luz,132679,0,3
1404870,cs-go,2026-03-24 18:32:08+00:00,Group B,Closed Qualifier season 1 2026,126232,m1x,3266,ESC Gaming,126232,1,3
1403601,cs-go,2026-03-24 18:39:35+00:00,Group B,Season 1 2026,133686,Passion UA,125071,Tricked,125071,0,3
1415191,cs-go,2026-03-24 18:45:00+00:00,Group C,March 2026,131161,Players,135743,BESTIA Academy,135743,0,3
1403536,cs-go,2026-03-24 19:10:58+00:00,Group A,Season 1 2026,134320,aimclub,126699,Nexus,134320,1,3
1403627,cs-go,2026-03-24 19:20:33+00:00,Group C,Season 1 2026,133988,HyperSpirit,129856,ECSTATIC,133988,1,3
1398103,cs-go,2026-03-24 19:40:19+00:00,Group B,Spring 2026,137271,FC Famalicão Esports,134188,Johnny Speeds,134188,0,3
1403090,cs-go,2026-03-24 20:29:24+00:00,Playoffs,Open #3 2026,3318,3DMAX,136560,Phantom,136560,0,3
1372446,cs-go,2026-03-24 20:32:17+00:00,Regular Season,Season 12 2026,138131,BoyBand,137467,Elite Klan,138131,1,3
1404827,cs-go,2026-03-24 20:40:44+00:00,Group A,Closed Qualifier season 1 2026,137881,rottweilers,135913,Diamant Esports,137881,1,3
1398986,cs-go,2026-03-24 20:41:00+00:00,Group Stage,Series #19 season 3 2026,128629,megoshort,137488,QWENTRY,137488,0,3
1411812,cs-go,2026-03-24 20:48:35+00:00,Playoffs,Contenders #3 2026,137500,CYBERSHOKE Prospects,131591,XI Esport,137500,1,3
1411693,cs-go,2026-03-24 20:54:54+00:00,Group B,Closed Qualifier: Series #20 season 3 2026,133994,Oxuji Esports,134815,RUSTEC,134815,0,3
1405828,cs-go,2026-03-24 21:22:36+00:00,Group D,March 2026,138096,Back to Back ,137966,Guara Esports,137966,0,3
1394926,cs-go,2026-03-24 21:35:25+00:00,Playoffs,Series #10 season 3 2026,136029,Fake do Biru,135580,Game Hunters,136029,1,3
1398079,cs-go,2026-03-24 21:39:43+00:00,Playoffs,Europe Cup #2 season 51 2026,137948,TDK,136900,Ursa,136900,0,3
1398078,cs-go,2026-03-24 21:43:30+00:00,Playoffs,Europe Cup #2 season 51 2026,124522,Nemiga,137289,Team Nemesis,124522,1,3
1413401,cs-go,2026-03-24 21:56:49+00:00,Contenders Stage,Season 24 2026,137285,Hermine Esports Club,130059,Eternal Fire Academy,137285,1,3
1411813,cs-go,2026-03-24 22:13:57+00:00,Playoffs,Contenders #3 2026,138357,Lombard,138250,Glitch,138357,1,3
1403607,cs-go,2026-03-24 22:34:18+00:00,Group B,Season 1 2026,136516,BASEMENT BOYS,125071,Tricked,125071,0,3
1403537,cs-go,2026-03-24 22:54:17+00:00,Group A,Season 1 2026,3217,fnatic,134320,aimclub,134320,0,3
1403632,cs-go,2026-03-24 23:15:07+00:00,Group D,Season 1 2026,126408,9INE,126584,OG,126408,1,3
1397683,cs-go,2026-03-24 23:59:30+00:00,Playoffs,South America Cup #2 season 51 2026,138086,METANOIA WOLVES,133326,Bounty Hunters Esports,138086,1,3
1397682,cs-go,2026-03-25 00:10:40+00:00,Playoffs,South America Cup #2 season 51 2026,3225,Keyd,130605,UNO MILLE,130605,0,3
1403092,cs-go,2026-03-25 00:36:17+00:00,Playoffs,Open #3 2026,137699,FOKUS,136560,Phantom,137699,1,3
1394924,cs-go,2026-03-25 00:36:17+00:00,Playoffs,Series #10 season 3 2026,137992,Fluxo W7M,137421,DashSkins,137421,0,3
1416036,cs-go,2026-03-25 01:40:00+00:00,Playoffs,Astana: South American Open Qualifier #2 2026,137459,Alzon,138096,Back to Back ,138096,0,3
1416037,cs-go,2026-03-25 01:50:00+00:00,Playoffs,Astana: South American Open Qualifier #2 2026,125863,Isurus,131849,paiN Academy,125863,1,3
1397982,cs-go,2026-03-25 03:37:26+00:00,Playoffs,North America Cup #2 season 51 2026,134773,F5 Esports,132366,LAG Gaming,132366,0,3
1397983,cs-go,2026-03-25 04:47:00+00:00,Playoffs,North America Cup #2 season 51 2026,137148,Outfit 49,135230,Team Aether,135230,0,3
1411921,cs-go,2026-03-25 07:43:44+00:00,Playoffs,Spring 2026,137763,Morningstar,130329,Rare Atom,137763,1,3
1411699,cs-go,2026-03-25 10:20:07+00:00,Group C,Closed Qualifier: Series #20 season 3 2026,126417,Lilmix,136610,AKA HERO KAJO,126417,1,3
1411920,cs-go,2026-03-25 10:41:58+00:00,Playoffs,Spring 2026,130329,Rare Atom,137353,Last Bullet,130329,1,3
1404790,cs-go,2026-03-25 10:49:49+00:00,Playoffs,Season 46 2026,127976,Infinite,137861,STATE,127976,1,3
1401479,cs-go,2026-03-25 11:24:15+00:00,Group A,Series 6 Play-In 2026,131591,XI Esport,135321,G2 Ares,135321,0,3
1397994,cs-go,2026-03-25 11:53:10+00:00,Playoffs,Oceania Cup #2 season 51 2026,135428,SemperFi Esports,125873,Ground Zero,135428,1,3
1398987,cs-go,2026-03-25 12:06:20+00:00,Group Stage,Series #19 season 3 2026,136826,MINLATE,134251,Rebels Gaming,134251,0,3
1389797,cs-go,2026-03-25 12:07:47+00:00,Group Stage,Season 6 2026,133269,Leo Team,137080,MANA eSports,137080,0,3
1398104,cs-go,2026-03-25 12:40:51+00:00,Group C,Spring 2026,135381,Betclic Apogee Esports,136815,HEROIC Academy,135381,1,3
1398002,cs-go,2026-03-25 12:54:17+00:00,Playoffs,Oceania Cup #2 season 51 2026,131110,Mindfreak,127114,Rooster,127114,0,3
1403633,cs-go,2026-03-25 13:45:55+00:00,Playoffs,Season 1 2026,3210,G2,134320,aimclub,3210,1,3
1403634,cs-go,2026-03-25 13:48:31+00:00,Playoffs,Season 1 2026,127014,Sinners,132800,BESTIA,127014,1,3
1403635,cs-go,2026-03-25 13:49:33+00:00,Playoffs,Season 1 2026,133458,BetBoom Team,129413,Eternal Fire,133458,1,3
1404796,cs-go,2026-03-25 14:44:40+00:00,Playoffs,Season 46 2026,132795,INFURITY Gaming,126694,BIG Academy,126694,0,3
1389798,cs-go,2026-03-25 14:45:33+00:00,Group Stage,Season 6 2026,134251,Rebels Gaming,136900,Ursa,134251,1,3
1398988,cs-go,2026-03-25 14:55:20+00:00,Group Stage,Series #19 season 3 2026,137861,STATE,137416,TNC,137861,1,3
